1724774745.735466 server started (1273480): version 3.3a, socket /tmp/tmux-0/default, protocol 8
1724774745.735817 on Linux 5.18.0-kali5-amd64 #1 SMP PREEMPT_DYNAMIC Debian 5.18.5-1kali6 (2022-07-07)
1724774745.735875 using libevent 2.1.12-stable (poll); ncurses 6.4
1724774745.736138 input_key_build: 0x10e003 (PasteStart) is \033[200~
1724774745.736188 input_key_build: 0x10e004 (PasteEnd) is \033[201~
1724774745.736232 input_key_build: 0x10e195 (F1) is \033OP
1724774745.736273 input_key_build: 0x10e196 (F2) is \033OQ
1724774745.736317 input_key_build: 0x10e197 (F3) is \033OR
1724774745.736361 input_key_build: 0x10e198 (F4) is \033OS
1724774745.736406 input_key_build: 0x10e199 (F5) is \033[15~
1724774745.736547 input_key_build: 0x10e19a (F6) is \033[17~
1724774745.736592 input_key_build: 0x10e19b (F7) is \033[18~
1724774745.736638 input_key_build: 0x10e19c (F8) is \033[19~
1724774745.736682 input_key_build: 0x10e19d (F9) is \033[20~
1724774745.736782 input_key_build: 0x10e19e (F10) is \033[21~
1724774745.736828 input_key_build: 0x10e19f (F11) is \033[23~
1724774745.736930 input_key_build: 0x10e1a0 (F12) is \033[24~
1724774745.736974 input_key_build: 0x10e1a1 (IC) is \033[2~
1724774745.737265 input_key_build: 0x10e1a2 (DC) is \033[3~
1724774745.737315 input_key_build: 0x10e1a3 (Home) is \033[1~
1724774745.737362 input_key_build: 0x10e1a4 (End) is \033[4~
1724774745.737412 input_key_build: 0x10e1a5 (NPage) is \033[6~
1724774745.737455 input_key_build: 0x10e1a6 (PPage) is \033[5~
1724774745.737499 input_key_build: 0x10e1a7 (BTab) is \033[Z
1724774745.737542 input_key_build: 0x10e1a8 (Up) is \033[A
1724774745.737585 input_key_build: 0x10e1a9 (Down) is \033[B
1724774745.737628 input_key_build: 0x10e1aa (Left) is \033[D
1724774745.737682 input_key_build: 0x10e1ab (Right) is \033[C
1724774745.737725 input_key_build: 0x10e1ac (KP/) is /
1724774745.737767 input_key_build: 0x10e1ad (KP*) is *
1724774745.737810 input_key_build: 0x10e1ae (KP-) is -
1724774745.737852 input_key_build: 0x10e1af (KP7) is 7
1724774745.737895 input_key_build: 0x10e1b0 (KP8) is 8
1724774745.737937 input_key_build: 0x10e1b1 (KP9) is 9
1724774745.737979 input_key_build: 0x10e1b2 (KP+) is +
1724774745.738022 input_key_build: 0x10e1b3 (KP4) is 4
1724774745.738064 input_key_build: 0x10e1b4 (KP5) is 5
1724774745.738106 input_key_build: 0x10e1b5 (KP6) is 6
1724774745.738160 input_key_build: 0x10e1b6 (KP1) is 1
1724774745.738202 input_key_build: 0x10e1b7 (KP2) is 2
1724774745.738244 input_key_build: 0x10e1b8 (KP3) is 3
1724774745.738286 input_key_build: 0x10e1b9 (KPEnter) is \n
1724774745.738328 input_key_build: 0x10e1ba (KP0) is 0
1724774745.738370 input_key_build: 0x10e1bb (KP.) is .
1724774745.738421 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1724774745.738465 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1724774745.738569 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1724774745.738638 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1724774745.738681 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1724774745.738724 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1724774745.738767 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1724774745.738809 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1724774745.738851 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1724774745.738920 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1724774745.738962 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1724774745.739005 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1724774745.739048 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1724774745.739091 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1724774745.739161 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1724774745.739204 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1724774745.739247 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1724774745.739289 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1724774745.739332 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1724774745.739376 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1724774745.739506 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1724774745.739549 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1724774745.739592 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1724774745.739635 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1724774745.739705 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1724774745.739747 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1724774745.739790 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1724774745.739832 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1724774745.739899 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1724774745.739942 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1724774745.739995 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1724774745.740141 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1724774745.740185 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1724774745.740229 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1724774745.740273 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1724774745.740316 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1724774745.740823 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1724774745.740905 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1724774745.741014 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1724774745.741058 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1724774745.741242 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1724774745.741289 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1724774745.741366 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1724774745.741418 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1724774745.741463 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1724774745.741507 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1724774745.741552 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1724774745.741597 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1724774745.741660 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1724774745.741704 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1724774745.741749 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1724774745.741793 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1724774745.741836 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1724774745.741881 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1724774745.741925 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1724774745.741969 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1724774745.742020 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1724774745.742065 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1724774745.742109 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1724774745.742154 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1724774745.742198 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1724774745.742263 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1724774745.742307 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1724774745.742352 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1724774745.742396 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1724774745.742470 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1724774745.742574 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1724774745.742619 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1724774745.742714 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1724774745.742757 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1724774745.742802 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1724774745.742846 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1724774745.742890 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1724774745.742933 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1724774745.743022 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1724774745.743065 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1724774745.743110 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1724774745.743175 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1724774745.743219 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1724774745.743264 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1724774745.743307 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1724774745.743351 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1724774745.743462 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1724774745.743506 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1724774745.743583 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1724774745.743628 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1724774745.743673 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1724774745.743718 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1724774745.743784 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1724774745.743829 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1724774745.743873 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1724774745.743917 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1724774745.743962 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1724774745.744066 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1724774745.744109 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1724774745.744154 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1724774745.744197 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1724774745.744241 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1724774745.744286 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1724774745.744341 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1724774745.744402 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1724774745.744505 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1724774745.744549 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1724774745.744593 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1724774745.744637 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1724774745.744740 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1724774745.744785 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1724774745.744829 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1724774745.744933 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1724774745.744978 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1724774745.745081 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1724774745.745125 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1724774745.745305 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1724774745.745419 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1724774745.745471 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1724774745.745516 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1724774745.745560 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1724774745.745604 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1724774745.745649 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1724774745.745693 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
